STATE_PUMA,CONTAINS
02|||00400,Kwigillingok CDP
02|||00400,Lake and Peninsula Borough
02|||00400,Lake Minchumina CDP
02|||00400,Larsen Bay City
02|||00400,Levelock CDP
02|||00400,Lime Village CDP
02|||00400,Livengood CDP
02|||00400,Lower Kalskag City
02|||00400,Manley Hot Springs CDP
02|||00400,Manokotak City
02|||00400,Marshall City
02|||00400,McGrath City
02|||00400,Mekoryuk City
02|||00400,Metlakatla CDP
02|||00400,Meyers Chuck CDP
02|||00400,Minto CDP
02|||00400,Mountain Village City
02|||00400,Naknek CDP
02|||00400,Napakiak City
02|||00400,Napaskiak City
02|||00400,Naukati Bay CDP
02|||00400,Nelson Lagoon CDP
02|||00400,Nenana City
02|||00400,New Allakaket CDP
02|||00400,Newhalen City
02|||00400,New Stuyahok City
02|||00400,Newtok CDP
02|||00400,Nightmute City
02|||00400,Nikolai City
02|||00400,Nikolski CDP
02|||00400,Noatak CDP
02|||00400,Nome Census Area
02|||00400,Nome City
02|||00400,Nondalton City
02|||00400,Noorvik City
02|||00400,North Slope Borough
02|||00400,Northwest Arctic Borough
02|||00400,Nuiqsut City
02|||00400,Nulato City
02|||00400,Nunapitchuk City
02|||00400,Old Harbor City
02|||00400,Oscarville CDP
02|||00400,Ouzinkie City
02|||00400,Pedro Bay CDP
02|||00400,Pelican City
02|||00400,Perryville CDP
02|||00400,Petersburg City
02|||00400,Pilot Point City
02|||00400,Pilot Station City
02|||00400,Pitkas Point CDP
02|||00400,Platinum City
02|||00400,Point Baker CDP
02|||00400,Point Hope City
02|||00400,Point Lay CDP
02|||00400,Pope-Vannoy Landing CDP
02|||00400,Portage Creek CDP
02|||00400,Port Alexander City
02|||00400,Port Alsworth CDP
02|||00400,Port Clarence CDP
02|||00400,Port Heiden City
02|||00400,Port Lions City
02|||00400,Port Protection CDP
02|||00400,Prince of Wales-Outer Ketchikan Census Area
02|||00400,Prudhoe Bay CDP
02|||00400,Quinhagak City
02|||00400,Rampart CDP
02|||00400,Red Devil CDP
02|||00400,Red Dog Mine CDP
02|||00400,Remainder of Aleutians East Borough
02|||00400,Remainder of Aleutians West Census Area
02|||00400,Remainder of Bethel Census Area
02|||00400,Remainder of Bristol Bay Borough
02|||00400,Remainder of Dillingham Census Area
02|||00400,Remainder of Kodiak Island Borough
02|||00400,Remainder of Lake and Peninsula Borough
02|||00400,Remainder of Nome Census Area
02|||00400,Remainder of North Slope Borough
02|||00400,Remainder of Northwest Arctic Borough
02|||00400,Remainder of Prince of Wales-Outer Ketchikan Census Area
02|||00400,Remainder of Skagway-Hoonah-Angoon Census Area
02|||00400,Remainder of Wade Hampton Census Area
02|||00400,Remainder of Wrangell-Petersburg Census Area
02|||00400,Remainder of Yakutat City and Borough
02|||00400,Remainder of Yukon-Koyukuk Census Area
02|||00400,Ruby City
02|||00400,Russian Mission City
02|||00400,Sand Point City
02|||00400,Savoonga City
02|||00400,Scammon Bay City
02|||00400,Selawik City
02|||00400,Shageluk City
02|||00400,Shaktoolik City
02|||00400,Sheldon Point (Nunam Iqua) City
02|||00400,Shishmaref City
02|||00400,Shungnak City
02|||00400,Skagway City
02|||00400,Skagway-Hoonah-Angoon Census Area
02|||00400,Sleetmute CDP
02|||00400,South Naknek CDP
02|||00400,St. George City
02|||00400,St. Mary's City
02|||00400,St. Michael City
02|||00400,St. Paul City
02|||00400,Stebbins City
02|||00400,Stevens Village CDP
02|||00400,Stony River CDP
02|||00400,Takotna CDP
02|||00400,Tanana City
02|||00400,Teller City
02|||00400,Tenakee Springs City
02|||00400,Thoms Place CDP
02|||00400,Thorne Bay City
02|||00400,Togiak City
02|||00400,Toksook Bay City
02|||00400,Tuluksak CDP
02|||00400,Tuntutuliak CDP
02|||00400,Tununak CDP
02|||00400,Twin Hills CDP
02|||00400,Ugashik CDP
02|||00400,Unalakleet City
02|||00400,Unalaska City
02|||00400,Upper Kalskag City
02|||00400,Venetie CDP
02|||00400,Wade Hampton Census Area
02|||00400,Wainwright City
02|||00400,Wales City
02|||00400,Whale Pass CDP
02|||00400,White Mountain City
02|||00400,Whitestone Logging Camp CDP
02|||00400,Wiseman CDP
02|||00400,Womens Bay CDP
02|||00400,Wrangell City
02|||00400,Wrangell-Petersburg Census Area
02|||00400,Yakutat CDP
02|||00400,Yakutat City and Borough
02|||00400,Yukon-Koyukuk Census Area
04|||00101,Buckeye Town (part)
04|||00101,El Mirage City (part)
04|||00101,Maricopa County (part)
04|||00101,Peoria City (part)
04|||00101,Remainder of Maricopa County (part)
04|||00101,Sun City CDP (part)
04|||00101,Sun City West CDP
04|||00101,Surprise City (part)
04|||00101,Wickenburg Town
04|||00101,Youngtown Town (part)
04|||00102,Glendale City (part)
04|||00102,Maricopa County (part)
04|||00102,Peoria City (part)
04|||00102,Phoenix City (part)
04|||00102,Remainder of Maricopa County (part)
04|||00102,Sun City CDP (part)
04|||00103,Glendale City (part)
04|||00103,Maricopa County (part)
04|||00103,New River CDP (part)
04|||00103,Peoria City (part)
04|||00103,Phoenix City (part)
04|||00103,Remainder of Maricopa County (part)
04|||00104,Cave Creek Town (part)
04|||00104,Maricopa County (part)
04|||00104,Phoenix City (part)
04|||00104,Remainder of Maricopa County (part)
04|||00104,Scottsdale City (part)
04|||00105,Carefree Town (part)
04|||00105,Cave Creek Town (part)
04|||00105,Fountain Hills Town
04|||00105,Maricopa County (part)
04|||00105,New River CDP (part)
04|||00105,Paradise Valley Town (part)
04|||00105,Phoenix City (part)
04|||00105,Remainder of Maricopa County (part)
04|||00105,Scottsdale City (part)
04|||00106,Carefree Town (part)
04|||00106,Maricopa County (part)
04|||00106,Mesa City (part)
04|||00106,Paradise Valley Town (part)
04|||00106,Phoenix City (part)
04|||00106,Remainder of Maricopa County (part)
04|||00106,Rio Verde CDP
04|||00106,Scottsdale City (part)
04|||00106,Tempe City (part)
04|||00107,Maricopa County (part)
04|||00107,Paradise Valley Town (part)
04|||00107,Phoenix City (part)
04|||00107,Remainder of Maricopa County (part)
04|||00107,Scottsdale City (part)
04|||00108,Glendale City (part)
04|||00108,Maricopa County (part)
04|||00108,Peoria City (part)
04|||00108,Phoenix City (part)
04|||00108,Remainder of Maricopa County (part)
04|||00109,El Mirage City (part)
04|||00109,Glendale City (part)
04|||00109,Goodyear City (part)
04|||00109,Litchfield Park City (part)
04|||00109,Maricopa County (part)
04|||00109,Peoria City (part)
04|||00109,Phoenix City (part)
04|||00109,Remainder of Maricopa County (part)
04|||00109,Youngtown Town (part)
04|||00110,Avondale City (part)
04|||00110,Buckeye Town (part)
04|||00110,El Mirage City (part)
04|||00110,Gila Bend Town
04|||00110,Goodyear City (part)
04|||00110,Litchfield Park City (part)
04|||00110,Maricopa County (part)
04|||00110,Phoenix City (part)
04|||00110,Remainder of Maricopa County (part)
04|||00110,Surprise City (part)
04|||00110,Tolleson City (part)
04|||00111,Avondale City (part)
04|||00111,Glendale City (part)
04|||00111,Maricopa County (part)
04|||00111,Phoenix City (part)
04|||00111,Remainder of Maricopa County (part)
04|||00111,Tolleson City (part)
04|||00112,Maricopa County (part)
04|||00112,Phoenix City (part)
04|||00112,Remainder of Maricopa County (part)
04|||00113,Maricopa County (part)
04|||00113,Paradise Valley Town (part)
04|||00113,Phoenix City (part)
04|||00113,Scottsdale City (part)
04|||00114,Apache Junction City (part)
04|||00114,Maricopa County (part)
04|||00114,Mesa City (part)
04|||00114,Remainder of Maricopa County (part)
04|||00115,Maricopa County (part)
04|||00115,Mesa City (part)
04|||00115,Remainder of Maricopa County (part)
04|||00115,Tempe City (part)
04|||00116,Chandler City (part)
04|||00116,Guadalupe Town (part)
04|||00116,Maricopa County (part)
04|||00116,Mesa City (part)
04|||00116,Phoenix City (part)
04|||00116,Remainder of Maricopa County (part)
04|||00116,Scottsdale City (part)
04|||00116,Tempe City (part)
04|||00117,Maricopa County (part)
04|||00117,Phoenix City (part)
04|||00117,Tempe City (part)
04|||00118,Maricopa County (part)
04|||00118,Phoenix City (part)
04|||00118,Remainder of Maricopa County (part)
04|||00118,Tolleson City (part)
04|||00119,Chandler City (part)
04|||00119,Guadalupe Town (part)
04|||00119,Maricopa County (part)
04|||00119,Phoenix City (part)
04|||00119,Remainder of Maricopa County (part)
04|||00119,Tempe City (part)
04|||00120,Chandler City (part)
04|||00120,Gilbert Town (part)
04|||00120,Maricopa County (part)
04|||00120,Phoenix City (part)
04|||00120,Remainder of Maricopa County (part)
04|||00120,Sun Lakes CDP
04|||00120,Tempe City (part)
04|||00121,Chandler City (part)
04|||00121,Gilbert Town (part)
04|||00121,Maricopa County (part)
04|||00121,Mesa City (part)
04|||00121,Queen Creek Town (part)
04|||00121,Remainder of Maricopa County (part)
04|||00122,Gilbert Town (part)
04|||00122,Maricopa County (part)
04|||00122,Mesa City (part)
04|||00122,Remainder of Maricopa County (part)
04|||00201,Drexel-Alvernon CDP
04|||00201,Pima County (part)
04|||00201,Remainder of Pima County (part)
04|||00201,South Tucson City
04|||00201,Tucson City (part)
04|||00202,Pima County (part)
04|||00202,Remainder of Pima County (part)
04|||00202,Tucson City (part)
04|||00203,Casas Adobes CDP (part)
04|||00203,Catalina Foothills CDP (part)
04|||00203,Oro Valley Town (part)
04|||00203,Pima County (part)
04|||00203,Remainder of Pima County (part)
04|||00203,Tanque Verde CDP
04|||00203,Tucson City (part)
04|||00204,Catalina Foothills CDP (part)
04|||00204,Flowing Wells CDP
04|||00204,Pima County (part)
04|||00204,Remainder of Pima County (part)
04|||00204,Tucson City (part)
04|||00205,Casas Adobes CDP (part)
04|||00205,Catalina CDP
04|||00205,Catalina Foothills CDP (part)
04|||00205,Marana Town (part)
04|||00205,Oro Valley Town (part)
04|||00205,Pima County (part)
04|||00205,Remainder of Pima County (part)
04|||00205,Tortolita CDP
04|||00205,Tucson City (part)
04|||00206,Catalina Foothills CDP (part)
04|||00206,Corona de Tucson CDP
04|||00206,East Sahuarita CDP (part)
04|||00206,Green Valley CDP (part)
04|||00206,Littletown CDP
04|||00206,Pima County (part)
04|||00206,Remainder of Pima County (part)
04|||00206,Sahuarita Town (part)
04|||00206,Summit CDP
04|||00206,Tucson City (part)
04|||00206,Vail CDP
04|||00207,Ajo CDP
04|||00207,Avra Valley CDP
04|||00207,Drexel Heights CDP
04|||00207,East Sahuarita CDP (part)
04|||00207,Green Valley CDP (part)
04|||00207,Marana Town (part)
04|||00207,Picture Rocks CDP
04|||00207,Pima County (part)
04|||00207,Pisinemo CDP
04|||00207,Remainder of Pima County (part)
04|||00207,Sahuarita Town (part)
04|||00207,Santa Rosa CDP
04|||00207,Sells CDP
04|||00207,Three Points CDP
04|||00207,Tucson City (part)
04|||00207,Tucson Estates CDP
04|||00207,Valencia West CDP
04|||00300,Apache County
04|||00300,Burnside CDP
04|||00300,Chilchinbito CDP
04|||00300,Chinle CDP
04|||00300,Cibecue CDP
04|||00300,Dennehotso CDP
04|||00300,Dilkon CDP
04|||00300,Eagar Town
04|||00300,East Fork CDP
04|||00300,First Mesa CDP
04|||00300,Fort Defiance CDP
04|||00300,Ganado CDP
04|||00300,Greasewood CDP
04|||00300,Heber-Overgaard CDP
04|||00300,Holbrook City
04|||00300,Hotevilla-Bacavi CDP
04|||00300,Houck CDP
04|||00300,Jeddito CDP
04|||00300,Kayenta CDP
04|||00300,Keams Canyon CDP
04|||00300,Kykotsmovi Village CDP
04|||00300,Lukachukai CDP
04|||00300,Many Farms CDP
04|||00300,McNary CDP (part)
04|||00300,Navajo County
04|||00300,Nazlini CDP
04|||00300,Oljato-Monument Valley CDP
04|||00300,Pinetop-Lakeside Town
04|||00300,Pinon CDP
04|||00300,Red Mesa CDP
04|||00300,Remainder of Apache County
04|||00300,Remainder of Navajo County
04|||00300,Rock Point CDP
04|||00300,Rough Rock CDP
04|||00300,Round Rock CDP
04|||00300,Sawmill CDP
04|||00300,Second Mesa CDP
04|||00300,Shongopovi CDP
04|||00300,Shonto CDP
04|||00300,Show Low City
04|||00300,Snowflake Town
04|||00300,Springerville Town
04|||00300,St. Johns City
04|||00300,St. Michaels CDP
04|||00300,Steamboat CDP
04|||00300,Taylor Town
04|||00300,Teec Nos Pos CDP
04|||00300,Tsaile CDP
04|||00300,Whiteriver CDP
04|||00300,Window Rock CDP
04|||00300,Winslow City
04|||00300,Winslow West CDP (part)
04|||00400,Bitter Springs CDP
04|||00400,Cameron CDP
04|||00400,Coconino County
04|||00400,Flagstaff City
04|||00400,Fredonia Town
04|||00400,Grand Canyon Village CDP
04|||00400,Kachina Village CDP
04|||00400,Kaibab CDP (part)
04|||00400,Kaibito CDP
04|||00400,Lechee CDP
04|||00400,Leupp CDP
04|||00400,Moenkopi CDP
04|||00400,Mountainaire CDP
04|||00400,Munds Park CDP
04|||00400,Page City
04|||00400,Parks CDP
04|||00400,Remainder of Coconino County
04|||00400,Sedona City (part)
04|||00400,Supai CDP
04|||00400,Tonalea CDP
04|||00400,Tuba City CDP
04|||00400,Tusayan CDP
04|||00400,Williams City
04|||00400,Winslow West CDP (part)
04|||00500,Ash Fork CDP
04|||00500,Bagdad CDP
04|||00500,Big Park CDP
04|||00500,Black Canyon City CDP
04|||00500,Camp Verde Town
04|||00500,Chino Valley Town
04|||00500,Clarkdale Town
04|||00500,Congress CDP
04|||00500,Cordes Lakes CDP
04|||00500,Cornville CDP
04|||00500,Cottonwood City
04|||00500,Cottonwood-Verde Village CDP
04|||00500,Dewey-Humboldt CDP
04|||00500,Jerome Town
04|||00500,Lake Montezuma CDP
04|||00500,Mayer CDP
04|||00500,Paulden CDP
04|||00500,Peeples Valley CDP
04|||00500,Peoria City (part)
04|||00500,Prescott City
04|||00500,Prescott Valley Town
04|||00500,Remainder of Yavapai County
04|||00500,Sedona City (part)
04|||00500,Seligman CDP
04|||00500,Spring Valley CDP
04|||00500,Wilhoit CDP
04|||00500,Williamson CDP
04|||00500,Yarnell CDP
04|||00500,Yavapai County
04|||00600,Arizona Village CDP
04|||00600,Bluewater CDP
04|||00600,Bouse CDP
04|||00600,Bullhead City City
04|||00600,Cibola CDP
04|||00600,Colorado City Town
04|||00600,Desert Hills CDP
04|||00600,Dolan Springs CDP
04|||00600,Ehrenberg CDP
04|||00600,Golden Valley CDP
04|||00600,Kaibab CDP (part)
04|||00600,Kingman City
04|||00600,Lake Havasu City City
04|||00600,La Paz County
04|||00600,Mesquite Creek CDP
04|||00600,Mohave County
04|||00600,Mohave Valley CDP
04|||00600,Mojave Ranch Estates CDP
04|||00600,New Kingman-Butler CDP
04|||00600,Parker Strip CDP
04|||00600,Parker Town
04|||00600,Peach Springs CDP
04|||00600,Poston CDP
04|||00600,Quartzsite Town
04|||00600,Remainder of La Paz County
04|||00600,Remainder of Mohave County
04|||00600,Salome CDP
04|||00600,Wenden CDP
04|||00600,Willow Valley CDP
04|||00700,Fortuna Foothills CDP
04|||00700,Gadsden CDP
04|||00700,Remainder of Yuma County
04|||00700,San Luis City
04|||00700,Somerton City
04|||00700,Tacna CDP
04|||00700,Wellton Town
04|||00700,Yuma City
04|||00700,Yuma County
04|||00800,Ak-Chin Village CDP
04|||00800,Apache Junction City (part)
04|||00800,Arizona City CDP
04|||00800,Blackwater CDP
04|||00800,Canyon Day CDP
04|||00800,Casa Grande City
04|||00800,Central Heights-Midland City CDP
04|||00800,Chuichu CDP
04|||00800,Claypool CDP
04|||00800,Coolidge City
04|||00800,Dudleyville CDP
04|||00800,Eloy City
04|||00800,Florence Town
04|||00800,Gila County
04|||00800,Gisela CDP
04|||00800,Globe City
04|||00800,Gold Camp CDP
04|||00800,Hayden Town (part)
04|||00800,Kearny Town
04|||00800,Mammoth Town
04|||00800,Maricopa CDP
04|||00800,Miami Town
04|||00800,Oracle CDP
04|||00800,Payson Town
04|||00800,Peridot CDP (part)
04|||00800,Pinal County
04|||00800,Pine CDP
04|||00800,Queen Creek Town (part)
04|||00800,Queen Valley CDP
04|||00800,Remainder of Gila County
04|||00800,Remainder of Pinal County
04|||00800,Sacaton CDP
04|||00800,San Carlos CDP
04|||00800,San Manuel CDP
04|||00800,Santan CDP
04|||00800,Stanfield CDP
04|||00800,Strawberry CDP
04|||00800,Sun Valley CDP
04|||00800,Superior Town
04|||00800,Tonto Basin CDP
04|||00800,Top-of-the-World CDP (part)
04|||00800,Winkelman Town (part)
04|||00800,Young CDP
04|||00900,Amado CDP
04|||00900,Benson City
04|||00900,Bisbee City
04|||00900,Clifton Town
04|||00900,Cochise County
04|||00900,Douglas City
04|||00900,Duncan Town
04|||00900,Elgin CDP
04|||00900,Graham County
04|||00900,Greenlee County
04|||00900,Huachuca City Town
04|||00900,Morenci CDP
04|||00900,Naco CDP
04|||00900,Nogales City
04|||00900,Patagonia Town
04|||00900,Peridot CDP (part)
04|||00900,Pima Town
04|||00900,Pirtleville CDP
04|||00900,Remainder of Cochise County
04|||00900,Remainder of Graham County
04|||00900,Remainder of Greenlee County
04|||00900,Remainder of Santa Cruz County
04|||00900,Rio Rico Northeast CDP
04|||00900,Rio Rico Northwest CDP
04|||00900,Rio Rico Southeast CDP
04|||00900,Rio Rico Southwest CDP
04|||00900,Safford City
04|||00900,Santa Cruz County
04|||00900,Sierra Vista City
04|||00900,Sierra Vista Southeast CDP
04|||00900,Sonoita CDP
04|||00900,St. David CDP
04|||00900,Swift Trail Junction CDP
04|||00900,Thatcher Town
04|||00900,Tombstone City
04|||00900,Tubac CDP
04|||00900,Tumacacori-Carmen CDP
04|||00900,Whetstone CDP
04|||00900,Willcox City
05|||00100,Avoca Town
05|||00100,Bella Vista CDP
05|||00100,Benton County
05|||00100,Bentonville City
05|||00100,Bethel Heights Town
05|||00100,Cave Springs City
05|||00100,Centerton City
05|||00100,Decatur City
05|||00100,Elm Springs City (part)
05|||00100,Garfield Town
05|||00100,Gateway Town
05|||00100,Gentry City
05|||00100,Gravette City
05|||00100,Highfill Town
05|||00100,Little Flock City
05|||00100,Lowell City
05|||00100,Pea Ridge City
05|||00100,Prairie Creek CDP
05|||00100,Remainder of Benton County
05|||00100,Rogers City
05|||00100,Siloam Springs City
05|||00100,Springdale City (part)
05|||00100,Springtown Town
05|||00100,Sulphur Springs City
05|||00200,Elkins City
05|||00200,Elm Springs City (part)
05|||00200,Farmington City
05|||00200,Fayetteville City
05|||00200,Goshen Town
05|||00200,Greenland City
05|||00200,Johnson City
05|||00200,Lincoln City
05|||00200,Prairie Grove City
05|||00200,Remainder of Washington County
05|||00200,Springdale City (part)
05|||00200,Tontitown City
05|||00200,Washington County
05|||00200,West Fork City
05|||00200,Winslow City
05|||00300,Alpena Town (part)
05|||00300,Baxter County
05|||00300,Beaver Town
05|||00300,Bellefonte Town
05|||00300,Bergman Town
05|||00300,Berryville City
05|||00300,Big Flat Town (part)
05|||00300,Blue Eye Town
05|||00300,Boone County
05|||00300,Briarcliff Town
05|||00300,Bull Shoals City
05|||00300,Carroll County
05|||00300,Cotter City
05|||00300,Diamond City City
05|||00300,Eureka Springs City
05|||00300,Everton Town
05|||00300,Flippin City
05|||00300,Gassville City
05|||00300,Gilbert Town
